CodFuncionario:1; SalarioAtual:15522.9; TotaldeVendas:3457.17
CodFuncionario:378; SalarioAtual:21542.89; TotaldeVendas:8260.15
CodFuncionario:379; SalarioAtual:12242.04; TotaldeVendas:6786.85
CodFuncionario:380; SalarioAtual:23333.03; TotaldeVendas:3216.32
CodFuncionario:381; SalarioAtual:29209.99; TotaldeVendas:7305.87
CodFuncionario:382; SalarioAtual:15203.53; TotaldeVendas:7383.32
CodFuncionario:383; SalarioAtual:19069.91; TotaldeVendas:1497.94
CodFuncionario:384; SalarioAtual:14486.95; TotaldeVendas:6374.68
CodFuncionario:385; SalarioAtual:20070.6; TotaldeVendas:6788.64
CodFuncionario:386; SalarioAtual:12689.18; TotaldeVendas:1100.17
CodFuncionario:387; SalarioAtual:18365.59; TotaldeVendas:8960.03
CodFuncionario:388; SalarioAtual:10989.08; TotaldeVendas:4398.47
CodFuncionario:389; SalarioAtual:12400.67; TotaldeVendas:9503.81
CodFuncionario:390; SalarioAtual:5209.25; TotaldeVendas:1063.43
CodFuncionario:391; SalarioAtual:19395.9; TotaldeVendas:3380.16
CodFuncionario:392; SalarioAtual:22066.8; TotaldeVendas:5677.87
CodFuncionario:393; SalarioAtual:28870.3; TotaldeVendas:1594.57
CodFuncionario:394; SalarioAtual:23179.9; TotaldeVendas:2132.81
CodFuncionario:395; SalarioAtual:10312.89; TotaldeVendas:7761.26
CodFuncionario:396; SalarioAtual:28201.7; TotaldeVendas:5528.83
CodFuncionario:397; SalarioAtual:23155.04; TotaldeVendas:6174.18
CodFuncionario:398; SalarioAtual:23639.8; TotaldeVendas:6209.22
CodFuncionario:399; SalarioAtual:22486.4; TotaldeVendas:5590.54
CodFuncionario:400; SalarioAtual:5147.61; TotaldeVendas:6854.9
CodFuncionario:401; SalarioAtual:27157.88; TotaldeVendas:1653.63
CodFuncionario:402; SalarioAtual:9697.47; TotaldeVendas:9875.16
CodFuncionario:403; SalarioAtual:11904.55; TotaldeVendas:5930.7
CodFuncionario:404; SalarioAtual:12537.28; TotaldeVendas:6205.44
CodFuncionario:405; SalarioAtual:20609.06; TotaldeVendas:9536.2
CodFuncionario:406; SalarioAtual:10087.13; TotaldeVendas:8187.31
CodFuncionario:407; SalarioAtual:27490.69; TotaldeVendas:6695.83
CodFuncionario:408; SalarioAtual:29529.75; TotaldeVendas:6561.54
CodFuncionario:409; SalarioAtual:7901.45; TotaldeVendas:8765.02
CodFuncionario:410; SalarioAtual:25159.28; TotaldeVendas:5073.07
CodFuncionario:411; SalarioAtual:15196.08; TotaldeVendas:3634.17
CodFuncionario:412; SalarioAtual:29915.53; TotaldeVendas:3828.19
CodFuncionario:413; SalarioAtual:14998.75; TotaldeVendas:7240.18
CodFuncionario:414; SalarioAtual:29355.56; TotaldeVendas:3565.76
CodFuncionario:415; SalarioAtual:24173.57; TotaldeVendas:5531.26
CodFuncionario:416; SalarioAtual:16482.62; TotaldeVendas:1551.04
CodFuncionario:417; SalarioAtual:21017.17; TotaldeVendas:4244.78
CodFuncionario:418; SalarioAtual:14271.15; TotaldeVendas:5115.67
CodFuncionario:419; SalarioAtual:7380.62; TotaldeVendas:9966.2
CodFuncionario:420; SalarioAtual:26314.6; TotaldeVendas:2361.78
CodFuncionario:421; SalarioAtual:28367.06; TotaldeVendas:2941.15
CodFuncionario:422; SalarioAtual:24765.3; TotaldeVendas:5760.46
CodFuncionario:423; SalarioAtual:10530.6; TotaldeVendas:9776.36
CodFuncionario:424; SalarioAtual:15308.29; TotaldeVendas:7404.5
CodFuncionario:425; SalarioAtual:19461.3; TotaldeVendas:3648.11
CodFuncionario:426; SalarioAtual:28530.45; TotaldeVendas:1187.02
CodFuncionario:427; SalarioAtual:22459.8; TotaldeVendas:4680.3
CodFuncionario:428; SalarioAtual:20530.13; TotaldeVendas:7103.42
CodFuncionario:429; SalarioAtual:7337.33; TotaldeVendas:2365.9
CodFuncionario:430; SalarioAtual:26171.4; TotaldeVendas:7014.03
CodFuncionario:431; SalarioAtual:16333.55; TotaldeVendas:2420.55
CodFuncionario:432; SalarioAtual:14283.12; TotaldeVendas:5051.87
CodFuncionario:433; SalarioAtual:21148.91; TotaldeVendas:6684.62
CodFuncionario:434; SalarioAtual:19520.36; TotaldeVendas:5173.44
CodFuncionario:435; SalarioAtual:10453.85; TotaldeVendas:1047.26
CodFuncionario:436; SalarioAtual:11996.49; TotaldeVendas:9014.58
CodFuncionario:437; SalarioAtual:5300.88; TotaldeVendas:3648.16
CodFuncionario:438; SalarioAtual:11498.42; TotaldeVendas:7509.18
CodFuncionario:439; SalarioAtual:7093.3; TotaldeVendas:3139.11
CodFuncionario:440; SalarioAtual:12352.95; TotaldeVendas:6554.6
CodFuncionario:441; SalarioAtual:14579.75; TotaldeVendas:1633.82
CodFuncionario:442; SalarioAtual:21330.32; TotaldeVendas:4672.59
CodFuncionario:443; SalarioAtual:14860.26; TotaldeVendas:7273.01
CodFuncionario:444; SalarioAtual:25192.47; TotaldeVendas:9676.71
CodFuncionario:445; SalarioAtual:28749.25; TotaldeVendas:1779.64
CodFuncionario:446; SalarioAtual:6708.17; TotaldeVendas:8253.05
CodFuncionario:447; SalarioAtual:21897.47; TotaldeVendas:3029.46
CodFuncionario:448; SalarioAtual:27756.57; TotaldeVendas:7731.05
CodFuncionario:449; SalarioAtual:6252.54; TotaldeVendas:8398.44
CodFuncionario:450; SalarioAtual:23436.0; TotaldeVendas:9287.39
CodFuncionario:451; SalarioAtual:14589.08; TotaldeVendas:3277.48
CodFuncionario:452; SalarioAtual:8129.18; TotaldeVendas:6569.24
CodFuncionario:453; SalarioAtual:23209.03; TotaldeVendas:9720.17
CodFuncionario:454; SalarioAtual:25862.54; TotaldeVendas:6604.33
CodFuncionario:455; SalarioAtual:21798.78; TotaldeVendas:9370.19
CodFuncionario:456; SalarioAtual:20747.69; TotaldeVendas:1334.9
CodFuncionario:457; SalarioAtual:13386.92; TotaldeVendas:6074.09
CodFuncionario:458; SalarioAtual:6285.96; TotaldeVendas:4741.27
CodFuncionario:459; SalarioAtual:8310.94; TotaldeVendas:4343.01
CodFuncionario:460; SalarioAtual:26376.16; TotaldeVendas:6196.62
CodFuncionario:461; SalarioAtual:12942.28; TotaldeVendas:2531.57
CodFuncionario:462; SalarioAtual:20771.89; TotaldeVendas:6853.29
CodFuncionario:463; SalarioAtual:17317.18; TotaldeVendas:9369.24
CodFuncionario:464; SalarioAtual:8927.96; TotaldeVendas:9381.52
CodFuncionario:465; SalarioAtual:24819.15; TotaldeVendas:8436.04
CodFuncionario:466; SalarioAtual:9031.86; TotaldeVendas:1555.11
CodFuncionario:467; SalarioAtual:20498.04; TotaldeVendas:3475.19
CodFuncionario:468; SalarioAtual:12399.66; TotaldeVendas:3139.41
CodFuncionario:469; SalarioAtual:27459.07; TotaldeVendas:4576.74
CodFuncionario:470; SalarioAtual:17551.11; TotaldeVendas:8471.79
CodFuncionario:471; SalarioAtual:28383.49; TotaldeVendas:8341.9
CodFuncionario:472; SalarioAtual:18073.57; TotaldeVendas:3135.9
CodFuncionario:473; SalarioAtual:16320.92; TotaldeVendas:2891.68
CodFuncionario:474; SalarioAtual:8762.67; TotaldeVendas:8392.89
CodFuncionario:475; SalarioAtual:24779.82; TotaldeVendas:8425.55
CodFuncionario:476; SalarioAtual:8804.14; TotaldeVendas:8448.96
CodFuncionario:477; SalarioAtual:12020.98; TotaldeVendas:7790.18
CodFuncionario:478; SalarioAtual:5281.79; TotaldeVendas:1205.64
CodFuncionario:479; SalarioAtual:15781.42; TotaldeVendas:1571.93
CodFuncionario:480; SalarioAtual:23625.42; TotaldeVendas:1721.08
CodFuncionario:481; SalarioAtual:24478.23; TotaldeVendas:8812.35
CodFuncionario:482; SalarioAtual:19755.54; TotaldeVendas:8119.15
CodFuncionario:483; SalarioAtual:8145.8; TotaldeVendas:7809.72
CodFuncionario:484; SalarioAtual:17002.66; TotaldeVendas:9161.24
CodFuncionario:485; SalarioAtual:13319.25; TotaldeVendas:7522.37
CodFuncionario:486; SalarioAtual:6439.72; TotaldeVendas:1104.97
CodFuncionario:487; SalarioAtual:26728.66; TotaldeVendas:3594.09
CodFuncionario:488; SalarioAtual:26143.62; TotaldeVendas:3451.4
CodFuncionario:489; SalarioAtual:19046.94; TotaldeVendas:1177.01
CodFuncionario:490; SalarioAtual:24948.22; TotaldeVendas:1039.88
CodFuncionario:491; SalarioAtual:22610.55; TotaldeVendas:5299.74
CodFuncionario:492; SalarioAtual:15728.22; TotaldeVendas:8049.46
CodFuncionario:493; SalarioAtual:16531.91; TotaldeVendas:9042.64
CodFuncionario:494; SalarioAtual:21088.23; TotaldeVendas:3087.49
CodFuncionario:495; SalarioAtual:26405.14; TotaldeVendas:9834.64
CodFuncionario:496; SalarioAtual:16760.9; TotaldeVendas:7837.59
CodFuncionario:497; SalarioAtual:8785.67; TotaldeVendas:9694.79
CodFuncionario:498; SalarioAtual:10562.34; TotaldeVendas:1436.26
CodFuncionario:499; SalarioAtual:20818.76; TotaldeVendas:3561.68
CodFuncionario:500; SalarioAtual:29809.83; TotaldeVendas:7268.12
CodFuncionario:501; SalarioAtual:17511.86; TotaldeVendas:7968.36
CodFuncionario:502; SalarioAtual:18777.5; TotaldeVendas:3138.3
CodFuncionario:503; SalarioAtual:17371.41; TotaldeVendas:5604.61
CodFuncionario:504; SalarioAtual:20966.2; TotaldeVendas:5547.55
CodFuncionario:505; SalarioAtual:29830.12; TotaldeVendas:8537.53
CodFuncionario:506; SalarioAtual:6045.9; TotaldeVendas:1596.38
CodFuncionario:507; SalarioAtual:15592.99; TotaldeVendas:4007.04
CodFuncionario:508; SalarioAtual:16842.51; TotaldeVendas:5294.07
CodFuncionario:509; SalarioAtual:10450.07; TotaldeVendas:6156.93
CodFuncionario:510; SalarioAtual:13886.63; TotaldeVendas:9069.57
CodFuncionario:511; SalarioAtual:19549.56; TotaldeVendas:4388.48
CodFuncionario:512; SalarioAtual:14968.68; TotaldeVendas:9417.33
CodFuncionario:513; SalarioAtual:19061.79; TotaldeVendas:4442.77
CodFuncionario:514; SalarioAtual:22257.85; TotaldeVendas:8845.73
CodFuncionario:515; SalarioAtual:8786.14; TotaldeVendas:3779.89
CodFuncionario:516; SalarioAtual:18667.09; TotaldeVendas:3115.19
CodFuncionario:517; SalarioAtual:23348.37; TotaldeVendas:2306.93
CodFuncionario:518; SalarioAtual:24391.81; TotaldeVendas:5516.28
CodFuncionario:519; SalarioAtual:24083.81; TotaldeVendas:2563.33
CodFuncionario:520; SalarioAtual:28218.94; TotaldeVendas:9371.25
CodFuncionario:521; SalarioAtual:12705.64; TotaldeVendas:7895.28
CodFuncionario:522; SalarioAtual:24474.9; TotaldeVendas:9325.36
CodFuncionario:523; SalarioAtual:24715.38; TotaldeVendas:6936.66
CodFuncionario:524; SalarioAtual:12738.38; TotaldeVendas:4775.85
CodFuncionario:525; SalarioAtual:29724.13; TotaldeVendas:9576.5
CodFuncionario:526; SalarioAtual:22948.53; TotaldeVendas:7031.9
CodFuncionario:527; SalarioAtual:8127.98; TotaldeVendas:8993.96
CodFuncionario:528; SalarioAtual:18190.93; TotaldeVendas:9054.41
CodFuncionario:529; SalarioAtual:26262.69; TotaldeVendas:1607.87
CodFuncionario:530; SalarioAtual:15667.76; TotaldeVendas:1042.64
CodFuncionario:531; SalarioAtual:8478.61; TotaldeVendas:9341.95
CodFuncionario:532; SalarioAtual:15352.36; TotaldeVendas:8702.63
CodFuncionario:533; SalarioAtual:15056.67; TotaldeVendas:4852.44
CodFuncionario:534; SalarioAtual:7695.62; TotaldeVendas:1294.53
CodFuncionario:535; SalarioAtual:5764.3; TotaldeVendas:2006.09
CodFuncionario:536; SalarioAtual:18212.06; TotaldeVendas:4866.4
CodFuncionario:537; SalarioAtual:9908.69; TotaldeVendas:5464.04
CodFuncionario:538; SalarioAtual:6808.86; TotaldeVendas:5734.66
CodFuncionario:539; SalarioAtual:22702.81; TotaldeVendas:8464.06
CodFuncionario:540; SalarioAtual:22389.64; TotaldeVendas:9807.15
CodFuncionario:541; SalarioAtual:20715.75; TotaldeVendas:6200.08
CodFuncionario:542; SalarioAtual:11153.08; TotaldeVendas:9025.08
CodFuncionario:543; SalarioAtual:21006.72; TotaldeVendas:7555.94
CodFuncionario:544; SalarioAtual:29122.19; TotaldeVendas:1812.51
CodFuncionario:545; SalarioAtual:22390.78; TotaldeVendas:6540.22
CodFuncionario:546; SalarioAtual:20923.6; TotaldeVendas:8397.91
CodFuncionario:547; SalarioAtual:12402.98; TotaldeVendas:8464.75
CodFuncionario:548; SalarioAtual:20530.27; TotaldeVendas:3532.66
CodFuncionario:549; SalarioAtual:28913.43; TotaldeVendas:6984.37
CodFuncionario:550; SalarioAtual:13082.95; TotaldeVendas:3397.23
CodFuncionario:551; SalarioAtual:26741.11; TotaldeVendas:1047.92
CodFuncionario:552; SalarioAtual:23318.37; TotaldeVendas:8215.17
CodFuncionario:553; SalarioAtual:29052.69; TotaldeVendas:5928.58
CodFuncionario:554; SalarioAtual:18379.49; TotaldeVendas:2529.35
CodFuncionario:555; SalarioAtual:6294.07; TotaldeVendas:1460.41
CodFuncionario:556; SalarioAtual:5865.23; TotaldeVendas:2396.2
CodFuncionario:557; SalarioAtual:15076.28; TotaldeVendas:6782.99
CodFuncionario:558; SalarioAtual:24414.27; TotaldeVendas:6821.67
CodFuncionario:559; SalarioAtual:9717.22; TotaldeVendas:3304.67
CodFuncionario:560; SalarioAtual:12283.66; TotaldeVendas:3503.61
CodFuncionario:561; SalarioAtual:16536.47; TotaldeVendas:8640.94
CodFuncionario:562; SalarioAtual:29262.66; TotaldeVendas:5932.19
CodFuncionario:563; SalarioAtual:12117.17; TotaldeVendas:4558.98
CodFuncionario:564; SalarioAtual:5803.81; TotaldeVendas:8509.55
CodFuncionario:565; SalarioAtual:10070.73; TotaldeVendas:8776.79
CodFuncionario:566; SalarioAtual:17050.28; TotaldeVendas:8846.11
CodFuncionario:567; SalarioAtual:14373.23; TotaldeVendas:4370.39
CodFuncionario:568; SalarioAtual:9668.11; TotaldeVendas:8385.96
CodFuncionario:569; SalarioAtual:12255.65; TotaldeVendas:3859.01
CodFuncionario:570; SalarioAtual:28073.5; TotaldeVendas:9060.8
CodFuncionario:571; SalarioAtual:17452.53; TotaldeVendas:7082.83
CodFuncionario:572; SalarioAtual:19164.45; TotaldeVendas:3520.42
CodFuncionario:573; SalarioAtual:7635.97; TotaldeVendas:3765.21
CodFuncionario:574; SalarioAtual:20451.89; TotaldeVendas:6464.22
CodFuncionario:575; SalarioAtual:23806.06; TotaldeVendas:6262.05
CodFuncionario:576; SalarioAtual:12976.23; TotaldeVendas:6786.8
CodFuncionario:577; SalarioAtual:18629.75; TotaldeVendas:8888.87
CodFuncionario:578; SalarioAtual:5158.72; TotaldeVendas:9504.28
CodFuncionario:579; SalarioAtual:28220.75; TotaldeVendas:3905.78
CodFuncionario:580; SalarioAtual:25464.44; TotaldeVendas:6158.28
CodFuncionario:581; SalarioAtual:25526.76; TotaldeVendas:8718.39
CodFuncionario:582; SalarioAtual:7322.99; TotaldeVendas:2851.52
CodFuncionario:583; SalarioAtual:15184.49; TotaldeVendas:8795.46
CodFuncionario:584; SalarioAtual:17295.89; TotaldeVendas:2957.75
CodFuncionario:585; SalarioAtual:17321.31; TotaldeVendas:5755.7
CodFuncionario:586; SalarioAtual:27507.94; TotaldeVendas:7196.04
CodFuncionario:587; SalarioAtual:6046.32; TotaldeVendas:1846.56
CodFuncionario:588; SalarioAtual:29078.16; TotaldeVendas:8035.63
CodFuncionario:589; SalarioAtual:25449.25; TotaldeVendas:1819.46
CodFuncionario:590; SalarioAtual:10713.64; TotaldeVendas:4371.44
CodFuncionario:591; SalarioAtual:15071.55; TotaldeVendas:6751.76
CodFuncionario:592; SalarioAtual:10544.73; TotaldeVendas:1105.56
CodFuncionario:593; SalarioAtual:13899.4; TotaldeVendas:7013.87
CodFuncionario:594; SalarioAtual:15408.67; TotaldeVendas:9102.6
CodFuncionario:595; SalarioAtual:29697.11; TotaldeVendas:7644.31
CodFuncionario:596; SalarioAtual:9233.95; TotaldeVendas:3006.27
CodFuncionario:597; SalarioAtual:6703.09; TotaldeVendas:2544.26
CodFuncionario:598; SalarioAtual:19490.98; TotaldeVendas:7510.1
CodFuncionario:599; SalarioAtual:20783.23; TotaldeVendas:4826.39
CodFuncionario:600; SalarioAtual:9486.53; TotaldeVendas:9841.09
CodFuncionario:601; SalarioAtual:18584.39; TotaldeVendas:4252.81
CodFuncionario:602; SalarioAtual:11647.41; TotaldeVendas:2157.45
CodFuncionario:603; SalarioAtual:15668.3; TotaldeVendas:9028.67
CodFuncionario:604; SalarioAtual:23899.37; TotaldeVendas:5311.78
CodFuncionario:605; SalarioAtual:9173.08; TotaldeVendas:1364.76
CodFuncionario:606; SalarioAtual:5792.9; TotaldeVendas:1491.23
CodFuncionario:607; SalarioAtual:20824.3; TotaldeVendas:8985.21
CodFuncionario:608; SalarioAtual:12710.59; TotaldeVendas:5170.98
CodFuncionario:609; SalarioAtual:16471.49; TotaldeVendas:3228.37
CodFuncionario:610; SalarioAtual:19514.15; TotaldeVendas:5284.33
CodFuncionario:611; SalarioAtual:14720.86; TotaldeVendas:8767.44
CodFuncionario:612; SalarioAtual:14061.82; TotaldeVendas:9952.56
CodFuncionario:613; SalarioAtual:12300.19; TotaldeVendas:7106.72
CodFuncionario:614; SalarioAtual:24449.81; TotaldeVendas:9068.89
CodFuncionario:615; SalarioAtual:15622.06; TotaldeVendas:5625.98
CodFuncionario:616; SalarioAtual:22452.37; TotaldeVendas:2757.37
CodFuncionario:617; SalarioAtual:23226.97; TotaldeVendas:2751.69
CodFuncionario:618; SalarioAtual:5134.12; TotaldeVendas:6249.1
CodFuncionario:619; SalarioAtual:13389.5; TotaldeVendas:1591.75
CodFuncionario:620; SalarioAtual:26463.46; TotaldeVendas:8607.38
CodFuncionario:621; SalarioAtual:23339.96; TotaldeVendas:1317.97
CodFuncionario:622; SalarioAtual:7756.87; TotaldeVendas:5556.76
CodFuncionario:623; SalarioAtual:22220.9; TotaldeVendas:2606.33
CodFuncionario:624; SalarioAtual:14675.25; TotaldeVendas:1871.68
CodFuncionario:625; SalarioAtual:14830.23; TotaldeVendas:9413.55
CodFuncionario:626; SalarioAtual:18449.35; TotaldeVendas:7490.92
CodFuncionario:627; SalarioAtual:15922.56; TotaldeVendas:6999.7
CodFuncionario:628; SalarioAtual:14567.42; TotaldeVendas:1628.18
CodFuncionario:629; SalarioAtual:21426.66; TotaldeVendas:5791.63
CodFuncionario:630; SalarioAtual:6671.81; TotaldeVendas:3512.28
CodFuncionario:631; SalarioAtual:24503.58; TotaldeVendas:9672.27
CodFuncionario:632; SalarioAtual:10300.24; TotaldeVendas:5409.83
CodFuncionario:633; SalarioAtual:9839.05; TotaldeVendas:7300.43
CodFuncionario:634; SalarioAtual:13128.3; TotaldeVendas:3151.09
CodFuncionario:635; SalarioAtual:7422.21; TotaldeVendas:7242.66
CodFuncionario:636; SalarioAtual:11236.4; TotaldeVendas:1651.59
CodFuncionario:637; SalarioAtual:27598.24; TotaldeVendas:9915.41
CodFuncionario:638; SalarioAtual:24867.45; TotaldeVendas:2583.05
CodFuncionario:639; SalarioAtual:27008.08; TotaldeVendas:9688.44
CodFuncionario:640; SalarioAtual:11273.25; TotaldeVendas:4019.88
CodFuncionario:641; SalarioAtual:20207.52; TotaldeVendas:8760.56
CodFuncionario:642; SalarioAtual:8126.2; TotaldeVendas:9260.09
CodFuncionario:643; SalarioAtual:28786.06; TotaldeVendas:9653.58
CodFuncionario:644; SalarioAtual:19605.39; TotaldeVendas:6269.3
CodFuncionario:645; SalarioAtual:10264.46; TotaldeVendas:4939.93
CodFuncionario:646; SalarioAtual:13662.92; TotaldeVendas:4266.53
CodFuncionario:647; SalarioAtual:25028.45; TotaldeVendas:5428.8
CodFuncionario:648; SalarioAtual:7319.34; TotaldeVendas:6825.75
CodFuncionario:649; SalarioAtual:23980.54; TotaldeVendas:1479.24
CodFuncionario:650; SalarioAtual:23287.45; TotaldeVendas:7046.92
CodFuncionario:651; SalarioAtual:9684.76; TotaldeVendas:5099.63
CodFuncionario:652; SalarioAtual:23343.86; TotaldeVendas:2086.68
CodFuncionario:653; SalarioAtual:7865.21; TotaldeVendas:4474.14
CodFuncionario:654; SalarioAtual:10412.45; TotaldeVendas:6582.29
CodFuncionario:655; SalarioAtual:15647.12; TotaldeVendas:3966.7
CodFuncionario:656; SalarioAtual:21470.75; TotaldeVendas:7548.18
CodFuncionario:657; SalarioAtual:14064.68; TotaldeVendas:6303.32
CodFuncionario:658; SalarioAtual:12402.7; TotaldeVendas:3987.88
CodFuncionario:659; SalarioAtual:15301.8; TotaldeVendas:4014.98
CodFuncionario:660; SalarioAtual:13186.93; TotaldeVendas:1675.66
CodFuncionario:661; SalarioAtual:23513.29; TotaldeVendas:6770.36
CodFuncionario:662; SalarioAtual:18061.94; TotaldeVendas:9161.28
CodFuncionario:663; SalarioAtual:21071.33; TotaldeVendas:7817.24
CodFuncionario:664; SalarioAtual:26196.85; TotaldeVendas:5709.39
CodFuncionario:665; SalarioAtual:26483.15; TotaldeVendas:5526.4
CodFuncionario:666; SalarioAtual:10355.96; TotaldeVendas:2004.01
CodFuncionario:667; SalarioAtual:17309.15; TotaldeVendas:9590.39
CodFuncionario:668; SalarioAtual:26492.02; TotaldeVendas:3850.13
CodFuncionario:669; SalarioAtual:17093.37; TotaldeVendas:4933.92
CodFuncionario:670; SalarioAtual:25157.74; TotaldeVendas:2194.08
CodFuncionario:671; SalarioAtual:10890.08; TotaldeVendas:7482.39
CodFuncionario:672; SalarioAtual:17534.8; TotaldeVendas:1421.74
CodFuncionario:673; SalarioAtual:23529.83; TotaldeVendas:4627.05
CodFuncionario:674; SalarioAtual:29897.71; TotaldeVendas:3993.88
CodFuncionario:675; SalarioAtual:16527.24; TotaldeVendas:7941.83
CodFuncionario:676; SalarioAtual:24782.81; TotaldeVendas:4994.85
CodFuncionario:677; SalarioAtual:12037.32; TotaldeVendas:4068.04
CodFuncionario:678; SalarioAtual:9927.21; TotaldeVendas:9207.12
CodFuncionario:679; SalarioAtual:27102.93; TotaldeVendas:6639.64
CodFuncionario:680; SalarioAtual:8299.97; TotaldeVendas:9176.14
CodFuncionario:681; SalarioAtual:8087.14; TotaldeVendas:3765.15
CodFuncionario:682; SalarioAtual:14358.74; TotaldeVendas:9257.59
CodFuncionario:683; SalarioAtual:22816.3; TotaldeVendas:1110.4
CodFuncionario:684; SalarioAtual:21268.72; TotaldeVendas:2264.25
CodFuncionario:685; SalarioAtual:21477.15; TotaldeVendas:5331.45
CodFuncionario:686; SalarioAtual:5507.04; TotaldeVendas:8669.06
CodFuncionario:687; SalarioAtual:12984.7; TotaldeVendas:8841.42
CodFuncionario:688; SalarioAtual:25113.0; TotaldeVendas:9620.32
CodFuncionario:689; SalarioAtual:18653.84; TotaldeVendas:1885.24
CodFuncionario:690; SalarioAtual:13818.4; TotaldeVendas:1599.24
CodFuncionario:691; SalarioAtual:21184.56; TotaldeVendas:3726.63
CodFuncionario:692; SalarioAtual:8230.22; TotaldeVendas:6501.04
CodFuncionario:693; SalarioAtual:11722.72; TotaldeVendas:2129.02
CodFuncionario:694; SalarioAtual:26373.98; TotaldeVendas:1227.52
CodFuncionario:695; SalarioAtual:7478.03; TotaldeVendas:6668.04
CodFuncionario:696; SalarioAtual:21575.88; TotaldeVendas:7960.84
CodFuncionario:697; SalarioAtual:10493.2; TotaldeVendas:3300.89
CodFuncionario:698; SalarioAtual:11520.36; TotaldeVendas:9178.66
CodFuncionario:699; SalarioAtual:13985.08; TotaldeVendas:4003.02
CodFuncionario:700; SalarioAtual:21587.4; TotaldeVendas:9375.95
CodFuncionario:701; SalarioAtual:24222.04; TotaldeVendas:1850.43
CodFuncionario:702; SalarioAtual:8964.26; TotaldeVendas:7227.61
CodFuncionario:703; SalarioAtual:15136.9; TotaldeVendas:9831.12
CodFuncionario:704; SalarioAtual:14702.98; TotaldeVendas:6994.96
CodFuncionario:705; SalarioAtual:16521.19; TotaldeVendas:2389.74
CodFuncionario:706; SalarioAtual:23166.53; TotaldeVendas:6444.64
CodFuncionario:707; SalarioAtual:28542.69; TotaldeVendas:1391.99
CodFuncionario:708; SalarioAtual:16103.73; TotaldeVendas:4515.91
CodFuncionario:709; SalarioAtual:6688.22; TotaldeVendas:1217.74
CodFuncionario:710; SalarioAtual:21953.41; TotaldeVendas:1584.7
CodFuncionario:711; SalarioAtual:19693.85; TotaldeVendas:8175.59
CodFuncionario:712; SalarioAtual:13062.56; TotaldeVendas:9177.25
CodFuncionario:713; SalarioAtual:9982.79; TotaldeVendas:5631.09
CodFuncionario:714; SalarioAtual:28875.21; TotaldeVendas:9915.89
CodFuncionario:715; SalarioAtual:18419.77; TotaldeVendas:4469.55
CodFuncionario:716; SalarioAtual:19974.13; TotaldeVendas:7228.24
CodFuncionario:717; SalarioAtual:16014.99; TotaldeVendas:4589.18
CodFuncionario:718; SalarioAtual:29261.22; TotaldeVendas:4718.78
CodFuncionario:719; SalarioAtual:6844.94; TotaldeVendas:6148.43
CodFuncionario:720; SalarioAtual:6341.24; TotaldeVendas:7993.25
CodFuncionario:721; SalarioAtual:28118.58; TotaldeVendas:3174.16
CodFuncionario:722; SalarioAtual:20031.11; TotaldeVendas:2310.81
CodFuncionario:723; SalarioAtual:15354.41; TotaldeVendas:7678.73
CodFuncionario:724; SalarioAtual:29048.86; TotaldeVendas:6609.55
CodFuncionario:725; SalarioAtual:12263.99; TotaldeVendas:2904.81
CodFuncionario:726; SalarioAtual:21506.96; TotaldeVendas:8292.0
CodFuncionario:727; SalarioAtual:13072.36; TotaldeVendas:8229.42
CodFuncionario:728; SalarioAtual:17529.56; TotaldeVendas:9224.7
CodFuncionario:729; SalarioAtual:19510.78; TotaldeVendas:4933.12
CodFuncionario:730; SalarioAtual:9257.45; TotaldeVendas:3632.6
CodFuncionario:731; SalarioAtual:12910.39; TotaldeVendas:3092.27
CodFuncionario:732; SalarioAtual:14010.79; TotaldeVendas:1082.59
CodFuncionario:733; SalarioAtual:13269.53; TotaldeVendas:6312.06
CodFuncionario:734; SalarioAtual:11463.99; TotaldeVendas:6771.34
CodFuncionario:735; SalarioAtual:24810.5; TotaldeVendas:1318.31
CodFuncionario:736; SalarioAtual:11927.27; TotaldeVendas:4554.61
CodFuncionario:737; SalarioAtual:14732.36; TotaldeVendas:5040.28
CodFuncionario:738; SalarioAtual:25343.56; TotaldeVendas:9918.03
CodFuncionario:739; SalarioAtual:10440.38; TotaldeVendas:3436.5
CodFuncionario:740; SalarioAtual:12840.51; TotaldeVendas:4402.16
CodFuncionario:741; SalarioAtual:26349.31; TotaldeVendas:2858.58
CodFuncionario:742; SalarioAtual:25296.21; TotaldeVendas:1339.07
CodFuncionario:743; SalarioAtual:26578.31; TotaldeVendas:7611.11
CodFuncionario:744; SalarioAtual:5502.41; TotaldeVendas:6709.41
CodFuncionario:745; SalarioAtual:18771.48; TotaldeVendas:2142.82
CodFuncionario:746; SalarioAtual:17264.4; TotaldeVendas:4098.89
CodFuncionario:747; SalarioAtual:5820.71; TotaldeVendas:6045.21
CodFuncionario:748; SalarioAtual:8605.03; TotaldeVendas:1546.95
CodFuncionario:749; SalarioAtual:14219.12; TotaldeVendas:7905.3
CodFuncionario:750; SalarioAtual:14699.03; TotaldeVendas:6517.87
CodFuncionario:751; SalarioAtual:5104.22; TotaldeVendas:1551.79
CodFuncionario:752; SalarioAtual:23979.84; TotaldeVendas:2418.48
CodFuncionario:753; SalarioAtual:19653.42; TotaldeVendas:3803.59
CodFuncionario:754; SalarioAtual:25333.75; TotaldeVendas:6005.86
