CodFuncionario:1; SalarioAtual:14740.14; TotaldeVendas:6224.53
CodFuncionario:378; SalarioAtual:10546.88; TotaldeVendas:3084.65
CodFuncionario:379; SalarioAtual:20490.53; TotaldeVendas:7963.22
CodFuncionario:380; SalarioAtual:7179.07; TotaldeVendas:5277.12
CodFuncionario:381; SalarioAtual:11974.15; TotaldeVendas:3882.09
CodFuncionario:382; SalarioAtual:13433.52; TotaldeVendas:6771.31
CodFuncionario:383; SalarioAtual:6500.61; TotaldeVendas:6452.82
CodFuncionario:384; SalarioAtual:28929.64; TotaldeVendas:9180.8
CodFuncionario:385; SalarioAtual:18813.13; TotaldeVendas:5044.35
CodFuncionario:386; SalarioAtual:29395.72; TotaldeVendas:8783.95
CodFuncionario:387; SalarioAtual:19283.46; TotaldeVendas:2667.19
CodFuncionario:388; SalarioAtual:28329.69; TotaldeVendas:6079.18
CodFuncionario:389; SalarioAtual:28940.11; TotaldeVendas:5641.64
CodFuncionario:390; SalarioAtual:13645.05; TotaldeVendas:9702.18
CodFuncionario:391; SalarioAtual:9141.39; TotaldeVendas:1978.07
CodFuncionario:392; SalarioAtual:20322.96; TotaldeVendas:7417.42
CodFuncionario:393; SalarioAtual:16752.89; TotaldeVendas:3180.94
CodFuncionario:394; SalarioAtual:16327.27; TotaldeVendas:2112.61
CodFuncionario:395; SalarioAtual:28554.81; TotaldeVendas:2483.65
CodFuncionario:396; SalarioAtual:18154.83; TotaldeVendas:9815.37
CodFuncionario:397; SalarioAtual:11740.79; TotaldeVendas:2729.62
CodFuncionario:398; SalarioAtual:24204.29; TotaldeVendas:8398.65
CodFuncionario:399; SalarioAtual:10701.46; TotaldeVendas:2817.16
CodFuncionario:400; SalarioAtual:21564.12; TotaldeVendas:3588.42
CodFuncionario:401; SalarioAtual:5725.61; TotaldeVendas:2903.24
CodFuncionario:402; SalarioAtual:14000.34; TotaldeVendas:8296.84
CodFuncionario:403; SalarioAtual:12888.25; TotaldeVendas:1466.58
CodFuncionario:404; SalarioAtual:7348.9; TotaldeVendas:5494.43
CodFuncionario:405; SalarioAtual:19252.22; TotaldeVendas:4842.49
CodFuncionario:406; SalarioAtual:8240.25; TotaldeVendas:3291.57
CodFuncionario:407; SalarioAtual:28769.04; TotaldeVendas:4292.83
CodFuncionario:408; SalarioAtual:23088.61; TotaldeVendas:4650.93
CodFuncionario:409; SalarioAtual:13756.98; TotaldeVendas:6053.39
CodFuncionario:410; SalarioAtual:21397.49; TotaldeVendas:3911.28
CodFuncionario:411; SalarioAtual:26550.57; TotaldeVendas:7766.27
CodFuncionario:412; SalarioAtual:8815.62; TotaldeVendas:2837.19
CodFuncionario:413; SalarioAtual:23051.9; TotaldeVendas:8911.1
CodFuncionario:414; SalarioAtual:13816.53; TotaldeVendas:2997.52
CodFuncionario:415; SalarioAtual:25710.89; TotaldeVendas:9790.75
CodFuncionario:416; SalarioAtual:6270.8; TotaldeVendas:5105.41
CodFuncionario:417; SalarioAtual:18783.86; TotaldeVendas:8128.9
CodFuncionario:418; SalarioAtual:7506.06; TotaldeVendas:1946.63
CodFuncionario:419; SalarioAtual:15051.01; TotaldeVendas:4597.0
CodFuncionario:420; SalarioAtual:19957.63; TotaldeVendas:6750.1
CodFuncionario:421; SalarioAtual:10300.34; TotaldeVendas:1698.45
CodFuncionario:422; SalarioAtual:5749.62; TotaldeVendas:3070.77
CodFuncionario:423; SalarioAtual:5952.71; TotaldeVendas:3052.78
CodFuncionario:424; SalarioAtual:15873.31; TotaldeVendas:5273.44
CodFuncionario:425; SalarioAtual:8142.12; TotaldeVendas:1503.44
CodFuncionario:426; SalarioAtual:14211.78; TotaldeVendas:2505.62
CodFuncionario:427; SalarioAtual:20593.52; TotaldeVendas:8291.25
CodFuncionario:428; SalarioAtual:26956.11; TotaldeVendas:7306.94
CodFuncionario:429; SalarioAtual:12643.51; TotaldeVendas:1337.62
CodFuncionario:430; SalarioAtual:8813.88; TotaldeVendas:3725.18
CodFuncionario:431; SalarioAtual:7574.37; TotaldeVendas:7115.47
CodFuncionario:432; SalarioAtual:26300.72; TotaldeVendas:1006.44
CodFuncionario:433; SalarioAtual:5023.87; TotaldeVendas:7968.57
CodFuncionario:434; SalarioAtual:15494.18; TotaldeVendas:1493.29
CodFuncionario:435; SalarioAtual:13886.34; TotaldeVendas:1414.8
CodFuncionario:436; SalarioAtual:18679.28; TotaldeVendas:6429.4
CodFuncionario:437; SalarioAtual:23114.99; TotaldeVendas:3716.8
CodFuncionario:438; SalarioAtual:13630.67; TotaldeVendas:3155.59
CodFuncionario:439; SalarioAtual:12525.13; TotaldeVendas:5675.01
CodFuncionario:440; SalarioAtual:17592.48; TotaldeVendas:1649.84
CodFuncionario:441; SalarioAtual:19478.4; TotaldeVendas:8626.47
CodFuncionario:442; SalarioAtual:11362.47; TotaldeVendas:3942.07
CodFuncionario:443; SalarioAtual:5337.32; TotaldeVendas:9050.79
CodFuncionario:444; SalarioAtual:16097.05; TotaldeVendas:5949.76
CodFuncionario:445; SalarioAtual:15008.3; TotaldeVendas:6740.08
CodFuncionario:446; SalarioAtual:9532.01; TotaldeVendas:9332.67
CodFuncionario:447; SalarioAtual:23103.41; TotaldeVendas:5914.65
CodFuncionario:448; SalarioAtual:15039.86; TotaldeVendas:6417.39
CodFuncionario:449; SalarioAtual:26834.88; TotaldeVendas:8693.04
CodFuncionario:450; SalarioAtual:9210.03; TotaldeVendas:7250.92
CodFuncionario:451; SalarioAtual:15182.94; TotaldeVendas:8810.76
CodFuncionario:452; SalarioAtual:25508.04; TotaldeVendas:9070.95
CodFuncionario:453; SalarioAtual:11660.56; TotaldeVendas:9701.46
CodFuncionario:454; SalarioAtual:21875.91; TotaldeVendas:4768.97
CodFuncionario:455; SalarioAtual:16610.25; TotaldeVendas:4895.59
CodFuncionario:456; SalarioAtual:7327.51; TotaldeVendas:3791.05
CodFuncionario:457; SalarioAtual:24976.73; TotaldeVendas:6550.7
CodFuncionario:458; SalarioAtual:10027.28; TotaldeVendas:2383.94
CodFuncionario:459; SalarioAtual:22973.13; TotaldeVendas:5789.28
CodFuncionario:460; SalarioAtual:9999.16; TotaldeVendas:9865.36
CodFuncionario:461; SalarioAtual:10529.94; TotaldeVendas:8019.71
CodFuncionario:462; SalarioAtual:29370.63; TotaldeVendas:4767.91
CodFuncionario:463; SalarioAtual:22484.54; TotaldeVendas:7844.82
CodFuncionario:464; SalarioAtual:23018.57; TotaldeVendas:3614.38
CodFuncionario:465; SalarioAtual:24579.1; TotaldeVendas:5575.94
CodFuncionario:466; SalarioAtual:15506.5; TotaldeVendas:7488.44
CodFuncionario:467; SalarioAtual:29041.96; TotaldeVendas:7074.04
CodFuncionario:468; SalarioAtual:20770.39; TotaldeVendas:7049.44
CodFuncionario:469; SalarioAtual:29124.78; TotaldeVendas:6926.89
CodFuncionario:470; SalarioAtual:20138.55; TotaldeVendas:9181.71
CodFuncionario:471; SalarioAtual:17303.57; TotaldeVendas:5899.99
CodFuncionario:472; SalarioAtual:9360.35; TotaldeVendas:4380.05
CodFuncionario:473; SalarioAtual:21395.84; TotaldeVendas:4426.44
CodFuncionario:474; SalarioAtual:14077.0; TotaldeVendas:8965.23
CodFuncionario:475; SalarioAtual:17809.52; TotaldeVendas:9032.55
CodFuncionario:476; SalarioAtual:29913.31; TotaldeVendas:1980.84
CodFuncionario:477; SalarioAtual:5675.78; TotaldeVendas:7208.0
CodFuncionario:478; SalarioAtual:22544.58; TotaldeVendas:1582.35
CodFuncionario:479; SalarioAtual:21142.71; TotaldeVendas:1976.72
CodFuncionario:480; SalarioAtual:23018.06; TotaldeVendas:2129.05
CodFuncionario:481; SalarioAtual:7839.2; TotaldeVendas:4140.28
CodFuncionario:482; SalarioAtual:9586.36; TotaldeVendas:8746.47
CodFuncionario:483; SalarioAtual:26565.38; TotaldeVendas:7373.03
CodFuncionario:484; SalarioAtual:21895.4; TotaldeVendas:1872.77
CodFuncionario:485; SalarioAtual:14078.82; TotaldeVendas:1848.48
CodFuncionario:486; SalarioAtual:16168.62; TotaldeVendas:2842.54
CodFuncionario:487; SalarioAtual:16958.31; TotaldeVendas:3983.08
CodFuncionario:488; SalarioAtual:18595.04; TotaldeVendas:6613.81
CodFuncionario:489; SalarioAtual:13551.95; TotaldeVendas:9792.27
CodFuncionario:490; SalarioAtual:24637.65; TotaldeVendas:4232.42
CodFuncionario:491; SalarioAtual:10136.86; TotaldeVendas:3691.92
CodFuncionario:492; SalarioAtual:14687.21; TotaldeVendas:6444.31
CodFuncionario:493; SalarioAtual:16993.93; TotaldeVendas:3792.94
CodFuncionario:494; SalarioAtual:6978.79; TotaldeVendas:2363.96
CodFuncionario:495; SalarioAtual:16416.85; TotaldeVendas:6873.44
CodFuncionario:496; SalarioAtual:20996.27; TotaldeVendas:3231.61
CodFuncionario:497; SalarioAtual:14670.23; TotaldeVendas:8126.36
CodFuncionario:498; SalarioAtual:27212.21; TotaldeVendas:7247.01
CodFuncionario:499; SalarioAtual:21505.7; TotaldeVendas:6412.97
CodFuncionario:500; SalarioAtual:24914.38; TotaldeVendas:6384.69
CodFuncionario:501; SalarioAtual:20292.52; TotaldeVendas:6209.68
CodFuncionario:502; SalarioAtual:28302.02; TotaldeVendas:5986.91
CodFuncionario:503; SalarioAtual:21706.3; TotaldeVendas:6092.68
CodFuncionario:504; SalarioAtual:5197.62; TotaldeVendas:5456.37
CodFuncionario:505; SalarioAtual:9770.91; TotaldeVendas:7745.72
CodFuncionario:506; SalarioAtual:21357.57; TotaldeVendas:8620.7
CodFuncionario:507; SalarioAtual:13319.28; TotaldeVendas:8532.17
CodFuncionario:508; SalarioAtual:25003.16; TotaldeVendas:9769.24
CodFuncionario:509; SalarioAtual:9006.82; TotaldeVendas:1569.49
CodFuncionario:510; SalarioAtual:10053.01; TotaldeVendas:3183.5
CodFuncionario:511; SalarioAtual:18408.57; TotaldeVendas:2143.21
CodFuncionario:512; SalarioAtual:21038.31; TotaldeVendas:3943.47
CodFuncionario:513; SalarioAtual:5550.58; TotaldeVendas:6805.82
CodFuncionario:514; SalarioAtual:25107.16; TotaldeVendas:5151.22
CodFuncionario:515; SalarioAtual:22378.34; TotaldeVendas:2444.69
CodFuncionario:516; SalarioAtual:14681.55; TotaldeVendas:5825.71
CodFuncionario:517; SalarioAtual:26843.77; TotaldeVendas:9069.31
CodFuncionario:518; SalarioAtual:29185.81; TotaldeVendas:9717.42
CodFuncionario:519; SalarioAtual:12033.48; TotaldeVendas:6303.5
CodFuncionario:520; SalarioAtual:12631.67; TotaldeVendas:7597.01
CodFuncionario:521; SalarioAtual:26231.54; TotaldeVendas:5693.48
CodFuncionario:522; SalarioAtual:9092.79; TotaldeVendas:6330.87
CodFuncionario:523; SalarioAtual:9662.32; TotaldeVendas:8794.38
CodFuncionario:524; SalarioAtual:24303.17; TotaldeVendas:8164.15
CodFuncionario:525; SalarioAtual:26581.21; TotaldeVendas:5385.24
CodFuncionario:526; SalarioAtual:15649.36; TotaldeVendas:7744.63
CodFuncionario:527; SalarioAtual:26685.13; TotaldeVendas:4340.48
CodFuncionario:528; SalarioAtual:9904.74; TotaldeVendas:8391.64
CodFuncionario:529; SalarioAtual:27912.16; TotaldeVendas:5772.94
CodFuncionario:530; SalarioAtual:18054.89; TotaldeVendas:4843.51
CodFuncionario:531; SalarioAtual:20568.89; TotaldeVendas:9425.14
CodFuncionario:532; SalarioAtual:18452.28; TotaldeVendas:1783.68
CodFuncionario:533; SalarioAtual:5864.65; TotaldeVendas:5277.37
CodFuncionario:534; SalarioAtual:6634.63; TotaldeVendas:1951.59
CodFuncionario:535; SalarioAtual:22667.22; TotaldeVendas:1644.37
CodFuncionario:536; SalarioAtual:14513.73; TotaldeVendas:5907.67
CodFuncionario:537; SalarioAtual:23222.62; TotaldeVendas:4221.99
CodFuncionario:538; SalarioAtual:29493.54; TotaldeVendas:4808.67
CodFuncionario:539; SalarioAtual:14495.29; TotaldeVendas:4038.12
CodFuncionario:540; SalarioAtual:27610.74; TotaldeVendas:6170.66
CodFuncionario:541; SalarioAtual:29982.7; TotaldeVendas:1293.71
CodFuncionario:542; SalarioAtual:20682.42; TotaldeVendas:5102.55
CodFuncionario:543; SalarioAtual:18955.59; TotaldeVendas:5881.01
CodFuncionario:544; SalarioAtual:11390.51; TotaldeVendas:6466.08
CodFuncionario:545; SalarioAtual:6531.99; TotaldeVendas:8665.55
CodFuncionario:546; SalarioAtual:22154.37; TotaldeVendas:7059.77
CodFuncionario:547; SalarioAtual:29280.11; TotaldeVendas:5165.71
CodFuncionario:548; SalarioAtual:26780.31; TotaldeVendas:6435.55
CodFuncionario:549; SalarioAtual:12631.52; TotaldeVendas:5594.02
CodFuncionario:550; SalarioAtual:16094.63; TotaldeVendas:9543.33
CodFuncionario:551; SalarioAtual:17076.01; TotaldeVendas:6237.48
CodFuncionario:552; SalarioAtual:21640.71; TotaldeVendas:6532.01
CodFuncionario:553; SalarioAtual:8305.03; TotaldeVendas:3128.06
CodFuncionario:554; SalarioAtual:11545.51; TotaldeVendas:3901.07
CodFuncionario:555; SalarioAtual:25241.59; TotaldeVendas:2887.43
CodFuncionario:556; SalarioAtual:13729.27; TotaldeVendas:5616.5
CodFuncionario:557; SalarioAtual:25642.91; TotaldeVendas:4166.01
CodFuncionario:558; SalarioAtual:18255.02; TotaldeVendas:3565.57
CodFuncionario:559; SalarioAtual:19315.28; TotaldeVendas:6633.6
CodFuncionario:560; SalarioAtual:21639.93; TotaldeVendas:7180.1
CodFuncionario:561; SalarioAtual:8985.69; TotaldeVendas:6580.46
CodFuncionario:562; SalarioAtual:23375.64; TotaldeVendas:7091.46
CodFuncionario:563; SalarioAtual:10908.78; TotaldeVendas:1372.08
CodFuncionario:564; SalarioAtual:6956.33; TotaldeVendas:7371.88
CodFuncionario:565; SalarioAtual:16323.0; TotaldeVendas:5331.79
CodFuncionario:566; SalarioAtual:9536.56; TotaldeVendas:6143.42
CodFuncionario:567; SalarioAtual:14553.43; TotaldeVendas:6846.99
CodFuncionario:568; SalarioAtual:24913.67; TotaldeVendas:3731.57
CodFuncionario:569; SalarioAtual:27770.02; TotaldeVendas:9752.1
CodFuncionario:570; SalarioAtual:20439.38; TotaldeVendas:3262.3
CodFuncionario:571; SalarioAtual:29793.63; TotaldeVendas:2367.9
CodFuncionario:572; SalarioAtual:16382.23; TotaldeVendas:6485.76
CodFuncionario:573; SalarioAtual:12369.32; TotaldeVendas:9982.43
CodFuncionario:574; SalarioAtual:19321.81; TotaldeVendas:4929.28
CodFuncionario:575; SalarioAtual:27750.1; TotaldeVendas:2353.64
CodFuncionario:576; SalarioAtual:28065.24; TotaldeVendas:6065.7
CodFuncionario:577; SalarioAtual:26022.7; TotaldeVendas:8507.01
CodFuncionario:578; SalarioAtual:28994.26; TotaldeVendas:8665.37
CodFuncionario:579; SalarioAtual:22083.27; TotaldeVendas:4080.74
CodFuncionario:580; SalarioAtual:27964.36; TotaldeVendas:3975.89
CodFuncionario:581; SalarioAtual:18470.47; TotaldeVendas:4110.82
CodFuncionario:582; SalarioAtual:29999.09; TotaldeVendas:6490.69
CodFuncionario:583; SalarioAtual:6140.18; TotaldeVendas:5582.05
CodFuncionario:584; SalarioAtual:11205.55; TotaldeVendas:5218.98
CodFuncionario:585; SalarioAtual:17707.89; TotaldeVendas:8195.95
CodFuncionario:586; SalarioAtual:25619.48; TotaldeVendas:4902.86
CodFuncionario:587; SalarioAtual:14379.55; TotaldeVendas:2122.46
CodFuncionario:588; SalarioAtual:29402.72; TotaldeVendas:5992.48
CodFuncionario:589; SalarioAtual:16375.24; TotaldeVendas:5198.45
CodFuncionario:590; SalarioAtual:9384.52; TotaldeVendas:6891.78
CodFuncionario:591; SalarioAtual:20536.23; TotaldeVendas:8181.92
CodFuncionario:592; SalarioAtual:20969.43; TotaldeVendas:2323.78
CodFuncionario:593; SalarioAtual:23669.2; TotaldeVendas:1145.71
CodFuncionario:594; SalarioAtual:14793.91; TotaldeVendas:8667.26
CodFuncionario:595; SalarioAtual:12136.34; TotaldeVendas:6704.29
CodFuncionario:596; SalarioAtual:23150.43; TotaldeVendas:1891.85
CodFuncionario:597; SalarioAtual:29620.89; TotaldeVendas:5888.53
CodFuncionario:598; SalarioAtual:11689.46; TotaldeVendas:8409.32
CodFuncionario:599; SalarioAtual:27225.36; TotaldeVendas:5767.51
CodFuncionario:600; SalarioAtual:18400.69; TotaldeVendas:6422.35
CodFuncionario:601; SalarioAtual:29439.4; TotaldeVendas:2175.12
CodFuncionario:602; SalarioAtual:21171.46; TotaldeVendas:5949.8
CodFuncionario:603; SalarioAtual:20445.16; TotaldeVendas:9572.2
CodFuncionario:604; SalarioAtual:18135.67; TotaldeVendas:9446.0
CodFuncionario:605; SalarioAtual:13162.41; TotaldeVendas:5393.14
CodFuncionario:606; SalarioAtual:14181.71; TotaldeVendas:7316.41
CodFuncionario:607; SalarioAtual:29586.31; TotaldeVendas:2377.34
CodFuncionario:608; SalarioAtual:6123.38; TotaldeVendas:4169.53
CodFuncionario:609; SalarioAtual:9721.43; TotaldeVendas:1984.22
CodFuncionario:610; SalarioAtual:16089.25; TotaldeVendas:9630.66
CodFuncionario:611; SalarioAtual:6586.84; TotaldeVendas:5484.07
CodFuncionario:612; SalarioAtual:18188.59; TotaldeVendas:6295.59
CodFuncionario:613; SalarioAtual:25649.37; TotaldeVendas:9448.55
CodFuncionario:614; SalarioAtual:18863.41; TotaldeVendas:8101.04
CodFuncionario:615; SalarioAtual:23749.44; TotaldeVendas:8151.25
CodFuncionario:616; SalarioAtual:26028.28; TotaldeVendas:8176.77
CodFuncionario:617; SalarioAtual:19627.79; TotaldeVendas:5123.07
CodFuncionario:618; SalarioAtual:5616.86; TotaldeVendas:5297.0
CodFuncionario:619; SalarioAtual:10834.72; TotaldeVendas:7842.63
CodFuncionario:620; SalarioAtual:19918.79; TotaldeVendas:2301.05
CodFuncionario:621; SalarioAtual:11821.85; TotaldeVendas:1219.21
CodFuncionario:622; SalarioAtual:25120.14; TotaldeVendas:2412.87
CodFuncionario:623; SalarioAtual:21156.48; TotaldeVendas:8993.55
CodFuncionario:624; SalarioAtual:26794.15; TotaldeVendas:5754.6
CodFuncionario:625; SalarioAtual:10483.79; TotaldeVendas:2575.83
CodFuncionario:626; SalarioAtual:26237.47; TotaldeVendas:2540.64
CodFuncionario:627; SalarioAtual:14021.38; TotaldeVendas:7452.14
CodFuncionario:628; SalarioAtual:27081.13; TotaldeVendas:3687.1
CodFuncionario:629; SalarioAtual:8518.38; TotaldeVendas:6464.1
CodFuncionario:630; SalarioAtual:13202.08; TotaldeVendas:2527.04
CodFuncionario:631; SalarioAtual:22842.17; TotaldeVendas:5758.14
CodFuncionario:632; SalarioAtual:28833.49; TotaldeVendas:5393.0
CodFuncionario:633; SalarioAtual:26410.36; TotaldeVendas:4905.79
CodFuncionario:634; SalarioAtual:17840.12; TotaldeVendas:2393.3
CodFuncionario:635; SalarioAtual:19381.05; TotaldeVendas:6678.09
CodFuncionario:636; SalarioAtual:16760.17; TotaldeVendas:3874.5
CodFuncionario:637; SalarioAtual:28149.65; TotaldeVendas:7355.64
CodFuncionario:638; SalarioAtual:18660.91; TotaldeVendas:2915.22
CodFuncionario:639; SalarioAtual:12823.4; TotaldeVendas:9959.92
CodFuncionario:640; SalarioAtual:13791.05; TotaldeVendas:4546.93
CodFuncionario:641; SalarioAtual:15600.63; TotaldeVendas:4210.95
CodFuncionario:642; SalarioAtual:24839.48; TotaldeVendas:1081.39
CodFuncionario:643; SalarioAtual:26217.99; TotaldeVendas:2622.42
CodFuncionario:644; SalarioAtual:27570.82; TotaldeVendas:7107.38
CodFuncionario:645; SalarioAtual:27621.84; TotaldeVendas:7423.2
CodFuncionario:646; SalarioAtual:14092.63; TotaldeVendas:9559.25
CodFuncionario:647; SalarioAtual:7027.63; TotaldeVendas:3900.52
CodFuncionario:648; SalarioAtual:25874.11; TotaldeVendas:2750.88
CodFuncionario:649; SalarioAtual:27999.64; TotaldeVendas:8234.2
CodFuncionario:650; SalarioAtual:6382.25; TotaldeVendas:8583.96
CodFuncionario:651; SalarioAtual:23732.76; TotaldeVendas:8599.48
CodFuncionario:652; SalarioAtual:21069.07; TotaldeVendas:1404.07
CodFuncionario:653; SalarioAtual:20650.12; TotaldeVendas:8788.18
CodFuncionario:654; SalarioAtual:13398.14; TotaldeVendas:4899.83
CodFuncionario:655; SalarioAtual:9487.53; TotaldeVendas:9735.21
CodFuncionario:656; SalarioAtual:24457.06; TotaldeVendas:4867.09
CodFuncionario:657; SalarioAtual:25032.4; TotaldeVendas:5965.99
CodFuncionario:658; SalarioAtual:12731.81; TotaldeVendas:6765.02
CodFuncionario:659; SalarioAtual:7531.72; TotaldeVendas:1936.11
CodFuncionario:660; SalarioAtual:14551.97; TotaldeVendas:8263.65
CodFuncionario:661; SalarioAtual:17513.35; TotaldeVendas:4251.76
CodFuncionario:662; SalarioAtual:24030.64; TotaldeVendas:6496.01
CodFuncionario:663; SalarioAtual:17201.83; TotaldeVendas:7167.19
CodFuncionario:664; SalarioAtual:20127.56; TotaldeVendas:3051.3
CodFuncionario:665; SalarioAtual:16047.73; TotaldeVendas:7483.22
CodFuncionario:666; SalarioAtual:15782.39; TotaldeVendas:5236.25
CodFuncionario:667; SalarioAtual:23531.79; TotaldeVendas:7443.19
CodFuncionario:668; SalarioAtual:9394.16; TotaldeVendas:4765.56
CodFuncionario:669; SalarioAtual:5782.52; TotaldeVendas:1195.37
CodFuncionario:670; SalarioAtual:9102.11; TotaldeVendas:5763.36
CodFuncionario:671; SalarioAtual:12906.92; TotaldeVendas:6980.99
CodFuncionario:672; SalarioAtual:19043.78; TotaldeVendas:8602.02
CodFuncionario:673; SalarioAtual:14596.25; TotaldeVendas:7525.63
CodFuncionario:674; SalarioAtual:17818.24; TotaldeVendas:9526.42
CodFuncionario:675; SalarioAtual:20684.3; TotaldeVendas:5022.52
CodFuncionario:676; SalarioAtual:24930.1; TotaldeVendas:9755.47
CodFuncionario:677; SalarioAtual:21697.56; TotaldeVendas:4280.62
CodFuncionario:678; SalarioAtual:9258.82; TotaldeVendas:5492.98
CodFuncionario:679; SalarioAtual:11208.19; TotaldeVendas:5657.26
CodFuncionario:680; SalarioAtual:23611.06; TotaldeVendas:1443.96
CodFuncionario:681; SalarioAtual:5973.64; TotaldeVendas:9242.04
CodFuncionario:682; SalarioAtual:21160.25; TotaldeVendas:3022.9
CodFuncionario:683; SalarioAtual:6935.0; TotaldeVendas:3931.45
CodFuncionario:684; SalarioAtual:24933.76; TotaldeVendas:8053.86
CodFuncionario:685; SalarioAtual:26747.51; TotaldeVendas:3709.54
CodFuncionario:686; SalarioAtual:16303.67; TotaldeVendas:4275.3
CodFuncionario:687; SalarioAtual:20509.39; TotaldeVendas:6723.41
CodFuncionario:688; SalarioAtual:21209.51; TotaldeVendas:1245.57
CodFuncionario:689; SalarioAtual:12597.2; TotaldeVendas:5213.38
CodFuncionario:690; SalarioAtual:22517.91; TotaldeVendas:9749.44
CodFuncionario:691; SalarioAtual:16126.41; TotaldeVendas:4998.13
CodFuncionario:692; SalarioAtual:26774.8; TotaldeVendas:6937.94
CodFuncionario:693; SalarioAtual:6946.46; TotaldeVendas:5766.6
CodFuncionario:694; SalarioAtual:19081.18; TotaldeVendas:6084.77
CodFuncionario:695; SalarioAtual:10723.4; TotaldeVendas:5399.8
CodFuncionario:696; SalarioAtual:28070.34; TotaldeVendas:3433.56
CodFuncionario:697; SalarioAtual:13602.35; TotaldeVendas:3373.92
CodFuncionario:698; SalarioAtual:18611.5; TotaldeVendas:3848.25
CodFuncionario:699; SalarioAtual:23747.08; TotaldeVendas:2211.21
CodFuncionario:700; SalarioAtual:27138.7; TotaldeVendas:8478.42
CodFuncionario:701; SalarioAtual:15053.05; TotaldeVendas:1112.29
CodFuncionario:702; SalarioAtual:21673.92; TotaldeVendas:2531.54
CodFuncionario:703; SalarioAtual:12661.81; TotaldeVendas:3804.08
CodFuncionario:704; SalarioAtual:25644.56; TotaldeVendas:1591.41
CodFuncionario:705; SalarioAtual:14042.75; TotaldeVendas:5250.03
CodFuncionario:706; SalarioAtual:25313.44; TotaldeVendas:6996.62
CodFuncionario:707; SalarioAtual:19779.95; TotaldeVendas:7967.07
CodFuncionario:708; SalarioAtual:29830.52; TotaldeVendas:9702.15
CodFuncionario:709; SalarioAtual:7034.23; TotaldeVendas:8271.85
CodFuncionario:710; SalarioAtual:23195.13; TotaldeVendas:6033.31
CodFuncionario:711; SalarioAtual:13748.84; TotaldeVendas:6365.97
CodFuncionario:712; SalarioAtual:7952.53; TotaldeVendas:7352.59
CodFuncionario:713; SalarioAtual:27185.73; TotaldeVendas:8927.97
CodFuncionario:714; SalarioAtual:19515.21; TotaldeVendas:3638.06
CodFuncionario:715; SalarioAtual:17279.65; TotaldeVendas:4566.39
CodFuncionario:716; SalarioAtual:21272.29; TotaldeVendas:9966.05
CodFuncionario:717; SalarioAtual:28302.96; TotaldeVendas:7628.33
CodFuncionario:718; SalarioAtual:25736.27; TotaldeVendas:8662.65
CodFuncionario:719; SalarioAtual:15951.77; TotaldeVendas:6997.7
CodFuncionario:720; SalarioAtual:27543.81; TotaldeVendas:9773.67
CodFuncionario:721; SalarioAtual:10722.19; TotaldeVendas:1167.44
CodFuncionario:722; SalarioAtual:15029.81; TotaldeVendas:5643.37
CodFuncionario:723; SalarioAtual:24958.35; TotaldeVendas:5634.71
CodFuncionario:724; SalarioAtual:27611.45; TotaldeVendas:7416.16
CodFuncionario:725; SalarioAtual:22861.69; TotaldeVendas:6160.75
CodFuncionario:726; SalarioAtual:12848.85; TotaldeVendas:2530.72
CodFuncionario:727; SalarioAtual:18950.82; TotaldeVendas:4482.05
CodFuncionario:728; SalarioAtual:15894.17; TotaldeVendas:4774.3
CodFuncionario:729; SalarioAtual:5450.97; TotaldeVendas:8474.01
CodFuncionario:730; SalarioAtual:18807.52; TotaldeVendas:5169.83
CodFuncionario:731; SalarioAtual:21038.16; TotaldeVendas:1196.84
CodFuncionario:732; SalarioAtual:20565.8; TotaldeVendas:6046.58
CodFuncionario:733; SalarioAtual:25077.95; TotaldeVendas:8207.26
CodFuncionario:734; SalarioAtual:15232.08; TotaldeVendas:5241.08
CodFuncionario:735; SalarioAtual:15324.9; TotaldeVendas:7598.71
CodFuncionario:736; SalarioAtual:25626.68; TotaldeVendas:4347.29
CodFuncionario:737; SalarioAtual:24418.8; TotaldeVendas:1205.34
CodFuncionario:738; SalarioAtual:21853.73; TotaldeVendas:8904.88
CodFuncionario:739; SalarioAtual:8175.37; TotaldeVendas:3912.74
CodFuncionario:740; SalarioAtual:21234.42; TotaldeVendas:3359.25
CodFuncionario:741; SalarioAtual:20688.89; TotaldeVendas:8476.9
CodFuncionario:742; SalarioAtual:7727.13; TotaldeVendas:6187.19
CodFuncionario:743; SalarioAtual:9355.21; TotaldeVendas:8839.96
CodFuncionario:744; SalarioAtual:11842.96; TotaldeVendas:3257.47
CodFuncionario:745; SalarioAtual:8819.23; TotaldeVendas:2439.08
CodFuncionario:746; SalarioAtual:29385.45; TotaldeVendas:1978.49
CodFuncionario:747; SalarioAtual:20612.75; TotaldeVendas:2322.33
CodFuncionario:748; SalarioAtual:27622.74; TotaldeVendas:2875.43
CodFuncionario:749; SalarioAtual:9920.92; TotaldeVendas:7858.94
CodFuncionario:750; SalarioAtual:24717.66; TotaldeVendas:3076.1
CodFuncionario:751; SalarioAtual:7091.14; TotaldeVendas:9358.68
CodFuncionario:752; SalarioAtual:28590.69; TotaldeVendas:9696.63
CodFuncionario:753; SalarioAtual:25398.88; TotaldeVendas:4514.95
CodFuncionario:754; SalarioAtual:28572.29; TotaldeVendas:4601.82
